2024ASI-CANSAT-123,1.68,1,0,0.00,0,0.00,0.10,0.0000,0.0000,0,nan,nan,nan,nan,0.00,0.00,93891,0.00,0.00,20766,50.0,nan,nan,0.585
2024ASI-CANSAT-123,3.68,3,0,0.00,0,0.00,0.00,0.0000,0.0000,0,nan,nan,nan,nan,0.00,0.00,93891,0.00,0.00,20766,50.0,nan,nan,0.591
2024ASI-CANSAT-123,5.68,5,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0684,-0.0027,-0.8059,0.5881,0.00,0.00,93889,0.00,0.00,19958,50.0,nan,nan,0.583
2024ASI-CANSAT-123,7.68,7,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0685,-0.0037,-0.8058,0.5881,0.00,0.00,93889,0.00,0.00,19958,50.0,nan,nan,0.588
2024ASI-CANSAT-123,9.69,9,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0685,-0.0038,-0.8058,0.5881,0.00,0.00,93890,0.00,0.00,20423,50.0,nan,nan,0.579
2024ASI-CANSAT-123,11.69,11,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0686,-0.0040,-0.8058,0.5881,0.00,0.00,93890,0.00,0.00,20423,50.0,nan,nan,0.581
2024ASI-CANSAT-123,13.69,13,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0685,-0.0038,-0.8059,0.5880,0.00,0.00,93891,0.00,0.00,20911,50.0,nan,nan,0.587
2024ASI-CANSAT-123,15.69,15,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0686,-0.0037,-0.8060,0.5880,0.00,0.00,93891,0.00,0.00,20911,50.0,nan,nan,0.583
2024ASI-CANSAT-123,17.68,17,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0687,-0.0039,-0.8060,0.5880,0.00,0.00,93889,0.00,0.00,21271,50.0,nan,nan,0.590
2024ASI-CANSAT-123,19.68,19,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0687,-0.0035,-0.8060,0.5880,0.00,0.00,93889,0.00,0.00,21271,50.0,nan,nan,0.591
2024ASI-CANSAT-123,21.68,21,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0684,-0.0036,-0.8060,0.5880,0.00,0.00,93891,0.00,0.00,21800,50.0,nan,nan,0.583
2024ASI-CANSAT-123,23.68,23,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0684,-0.0036,-0.8060,0.5880,0.00,0.00,93891,0.00,0.00,21800,50.0,nan,nan,0.584
2024ASI-CANSAT-123,25.68,25,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0684,-0.0037,-0.8060,0.5880,0.00,0.00,93889,0.00,0.00,22357,50.0,nan,nan,0.581
2024ASI-CANSAT-123,27.68,27,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0684,-0.0037,-0.8060,0.5880,0.00,0.00,93889,0.00,0.00,22357,50.0,nan,nan,0.579
2024ASI-CANSAT-123,29.68,29,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0090,0.1118,-0.7908,0.6017,0.00,0.00,93889,0.00,0.00,22794,50.0,nan,nan,0.588
2024ASI-CANSAT-123,31.68,31,0,0.00,0,0.00,0.00,0.0000,0.0000,0,-0.0495,0.1656,-0.7558,0.6316,0.00,0.00,93889,0.00,0.00,22794,50.0,nan,nan,0.581
2024ASI-CANSAT-123,33.69,33,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0674,-0.0004,-0.7661,0.6392,0.00,0.00,93890,0.00,0.00,23043,50.0,nan,nan,0.582
2024ASI-CANSAT-123,35.69,35,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0673,-0.0005,-0.7662,0.6391,0.00,0.00,93890,0.00,0.00,23043,50.0,nan,nan,0.589
2024ASI-CANSAT-123,37.69,37,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0673,-0.0006,-0.7662,0.6391,0.00,0.00,93888,0.00,0.00,23587,50.0,nan,nan,0.581
2024ASI-CANSAT-123,39.69,39,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0486,0.0284,-0.7957,0.6031,0.00,0.00,93888,0.00,0.00,23587,50.0,nan,nan,0.586
2024ASI-CANSAT-123,41.69,41,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.1467,-0.1055,-0.7988,0.5738,0.00,0.00,93887,0.00,0.00,23865,50.0,nan,nan,0.586
2024ASI-CANSAT-123,43.69,43,0,0.00,0,0.00,0.00,0.0000,0.0000,0,0.0735,-0.0072,-0.8078,0.5848,0.00,0.00,93887,0.00,0.00,23865,50.0,nan,nan,0.581
